Neutron energy =  2.5300E-02

PRODUCT      ZAFP     FPS           Y          DY
39-Y -104    39104.      0.  7.3399E-07  4.6975E-07
39-Y -105    39105.      0.  6.2644E-08  4.0092E-08
39-Y -106    39106.      0.  7.2874E-11  4.6639E-11
39-Y -107    39107.      0.  6.8081E-12  4.3572E-12
39-Y -108    39108.      0.  1.8119E-13  1.1596E-13
40-Zr- 87    40087.      0.  0.0000E+00  0.0000E+00
40-Zr- 88    40088.      0.  4.8599E-14  3.1104E-14
40-Zr- 89    40089.      0.  6.5699E-12  4.2047E-12
40-Zr- 90-M  40090.      1.  3.0050E-10  1.9232E-10
40-Zr- 90    40090.      0.  3.0050E-10  1.9232E-10
40-Zr- 91    40091.      0.  3.6900E-08  1.1808E-08
40-Zr- 92    40092.      0.  9.4399E-07  6.0415E-07
40-Zr- 93    40093.      0.  1.6860E-05  1.0790E-05
40-Zr- 94    40094.      0.  3.0142E-04  1.9291E-04
40-Zr- 95    40095.      0.  1.2548E-03  8.0311E-04
40-Zr- 96    40096.      0.  5.3731E-03  1.2358E-03
40-Zr- 97    40097.      0.  1.5843E-02  1.2674E-03
40-Zr- 98    40098.      0.  2.9220E-02  9.3504E-03
40-Zr- 99    40099.      0.  3.7632E-02  1.2042E-02
40-Zr-100    40100.      0.  4.7831E-02  2.8699E-03
40-Zr-101    40101.      0.  2.3286E-02  7.4515E-03
40-Zr-102    40102.      0.  1.2178E-02  3.8970E-03
40-Zr-103    40103.      0.  2.2347E-03  1.4302E-03
40-Zr-104    40104.      0.  6.1017E-04  3.9051E-04
40-Zr-105    40105.      0.  6.4017E-05  4.0971E-05
40-Zr-106    40106.      0.  1.8299E-06  1.1711E-06
40-Zr-107    40107.      0.  1.4165E-07  9.0656E-08
40-Zr-108    40108.      0.  4.5498E-09  2.9119E-09
40-Zr-109    40109.      0.  0.0000E+00  0.0000E+00
40-Zr-110    40110.      0.  0.0000E+00  0.0000E+00
40-Zr-111    40111.      0.  0.0000E+00  0.0000E+00
40-Zr-112    40112.      0.  0.0000E+00  0.0000E+00
