Neutron energy =  2.5300E-02

PRODUCT      ZAFP     FPS           Y          DY
----------- ------- ------- ----------- -----------
23-V - 66    23066.      0.  2.0503E-19  1.3122E-19
24-Cr- 66    24066.      0.  2.4098E-14  1.5423E-14
24-Cr- 67    24067.      0.  0.0000E+00  0.0000E+00
24-Cr- 68    24068.      0.  0.0000E+00  0.0000E+00
24-Cr- 69    24069.      0.  2.1082E-18  1.3492E-18
24-Cr- 70    24070.      0.  0.0000E+00  0.0000E+00
25-Mn- 66    25066.      0.  7.1995E-12  4.6077E-12
25-Mn- 67    25067.      0.  5.3796E-12  3.4430E-12
25-Mn- 68    25068.      0.  6.6595E-13  4.2621E-13
25-Mn- 69    25069.      0.  8.0292E-14  5.1387E-14
25-Mn- 70    25070.      0.  0.0000E+00  0.0000E+00
25-Mn- 71    25071.      0.  0.0000E+00  0.0000E+00
25-Mn- 72    25072.      0.  6.0829E-18  3.8930E-18
25-Mn- 73    25073.      0.  6.4107E-19  4.1029E-19
26-Fe- 66    26066.      0.  3.7597E-10  2.4062E-10
26-Fe- 67    26067.      0.  6.8695E-10  4.3965E-10
26-Fe- 68    26068.      0.  3.9197E-10  2.5086E-10
26-Fe- 69    26069.      0.  1.2199E-10  7.8074E-11
26-Fe- 70    26070.      0.  3.2398E-11  2.0734E-11
26-Fe- 71    26071.      0.  4.9197E-12  3.1486E-12
26-Fe- 72    26072.      0.  7.1494E-13  4.5756E-13
26-Fe- 73    26073.      0.  5.5395E-14  3.5453E-14
26-Fe- 74    26074.      0.  0.0000E+00  0.0000E+00
26-Fe- 75    26075.      0.  1.0003E-16  6.4017E-17
26-Fe- 76    26076.      0.  0.0000E+00  0.0000E+00
27-Co- 66    27066.      0.  2.8098E-10  1.7983E-10
27-Co- 67    27067.      0.  1.9999E-09  1.2799E-09
27-Co- 68    27068.      0.  2.4698E-09  1.5807E-09
27-Co- 69    27069.      0.  3.2498E-09  2.0799E-09
27-Co- 70    27070.      0.  2.0899E-09  1.3375E-09
27-Co- 71    27071.      0.  1.4799E-09  9.4713E-10
27-Co- 72    27072.      0.  5.7996E-10  3.7117E-10
27-Co- 73    27073.      0.  2.2098E-10  1.4143E-10
27-Co- 74    27074.      0.  2.9998E-11  1.9199E-11
27-Co- 75    27075.      0.  3.8096E-12  2.4382E-12
27-Co- 76    27076.      0.  2.5298E-13  1.6191E-13
27-Co- 77    27077.      0.  6.5264E-15  4.1769E-15
27-Co- 78    27078.      0.  4.2793E-16  2.7388E-16
28-Ni- 66    28066.      0.  5.7796E-11  3.6989E-11
28-Ni- 67    28067.      0.  9.0394E-10  5.7852E-10
28-Ni- 68    28068.      0.  4.1897E-09  2.6814E-09
28-Ni- 69    28069.      0.  1.1199E-08  7.1675E-09
28-Ni- 70    28070.      0.  2.7798E-08  1.7791E-08
28-Ni- 71    28071.      0.  4.3497E-08  2.7838E-08
28-Ni- 72    28072.      0.  7.5995E-08  4.8637E-08
28-Ni- 73    28073.      0.  7.1295E-08  4.5629E-08
28-Ni- 74    28074.      0.  4.5797E-08  2.9310E-08
28-Ni- 75    28075.      0.  1.5299E-08  9.7913E-09
28-Ni- 76    28076.      0.  5.0197E-09  3.2126E-09
28-Ni- 77    28077.      0.  5.6395E-10  3.6093E-10
28-Ni- 78    28078.      0.  5.0296E-11  3.2190E-11
28-Ni- 80    28080.      0.  1.5599E-14  9.9833E-15
28-Ni- 82    28082.      0.  0.0000E+00  0.0000E+00
29-Cu- 66    29066.      0.  1.4299E-13  9.1514E-14
29-Cu- 67    29067.      0.  9.6793E-12  6.1948E-12
29-Cu- 68    29068.      0.  3.1498E-11  2.0159E-11
29-Cu- 68-M  29068.      1.  7.3595E-11  4.7101E-11
29-Cu- 69    29069.      0.  1.1399E-09  7.2955E-10
29-Cu- 70    29070.      0.  1.4899E-09  9.5353E-10
29-Cu- 70-M  29070.      1.  4.4597E-09  2.8542E-09
29-Cu- 71    29071.      0.  3.4798E-08  2.2270E-08
29-Cu- 72    29072.      0.  1.2699E-07  8.1274E-08
29-Cu- 73    29073.      0.  4.7097E-07  3.0142E-07
29-Cu- 74    29074.      0.  6.8195E-07  4.3645E-07
29-Cu- 75    29075.      0.  1.0099E-06  6.4635E-07
29-Cu- 76    29076.      0.  8.2794E-07  5.2988E-07
29-Cu- 77    29077.      0.  4.4497E-07  2.8478E-07
29-Cu- 78    29078.      0.  1.0899E-07  6.9755E-08
29-Cu- 79    29079.      0.  0.0000E+00  0.0000E+00
29-Cu- 80    29080.      0.  5.2496E-10  3.3598E-10
29-Cu- 81    29081.      0.  0.0000E+00  0.0000E+00
29-Cu- 82    29082.      0.  1.4799E-12  9.4713E-13
29-Cu- 83    29083.      0.  7.3133E-15  4.6805E-15
30-Zn- 66    30066.      0.  0.0000E+00  0.0000E+00
30-Zn- 67    30067.      0.  0.0000E+00  0.0000E+00
30-Zn- 68    30068.      0.  4.7397E-13  3.0334E-13
30-Zn- 69    30069.      0.  2.4798E-12  1.5871E-12
30-Zn- 69-M  30069.      1.  1.0599E-11  6.7835E-12
30-Zn- 70    30070.      0.  3.0298E-10  1.9391E-10
30-Zn- 71    30071.      0.  7.7095E-10  4.9340E-10
30-Zn- 71-M  30071.      1.  3.2898E-09  2.1055E-09
30-Zn- 72    30072.      0.  6.0996E-08  3.9037E-08
30-Zn- 73    30073.      0.  4.6297E-07  2.9630E-07
30-Zn- 74    30074.      0.  2.5098E-06  1.6063E-06
30-Zn- 75    30075.      0.  7.6695E-06  4.9085E-06
30-Zn- 76    30076.      0.  1.8379E-05  1.1762E-05
30-Zn- 77    30077.      0.  3.1438E-05  2.0120E-05
30-Zn- 78    30078.      0.  3.5647E-05  2.2814E-05
30-Zn- 79    30079.      0.  1.6389E-05  7.3750E-06
30-Zn- 80    30080.      0.  2.4198E-06  1.5487E-06
30-Zn- 81    30081.      0.  0.0000E+00  0.0000E+00
30-Zn- 82    30082.      0.  1.0799E-07  6.9115E-08
30-Zn- 83    30083.      0.  6.3195E-10  4.0445E-10
30-Zn- 84    30084.      0.  1.2199E-08  7.8074E-09
30-Zn- 85    30085.      0.  1.5437E-13  9.8799E-14
30-Zn- 86    30086.      0.  2.2798E-12  1.4591E-12
31-Ga- 66    31066.      0.  0.0000E+00  0.0000E+00
31-Ga- 67    31067.      0.  0.0000E+00  0.0000E+00
31-Ga- 68    31068.      0.  0.0000E+00  0.0000E+00
31-Ga- 69    31069.      0.  0.0000E+00  0.0000E+00
31-Ga- 70    31070.      0.  1.4699E-13  9.4073E-14
31-Ga- 71    31071.      0.  9.3893E-12  6.0092E-12
31-Ga- 72-M  31072.      1.  1.9299E-10  1.2351E-10
31-Ga- 72    31072.      0.  1.9299E-10  1.2351E-10
31-Ga- 73    31073.      0.  1.2099E-08  7.7435E-09
31-Ga- 74-M  31074.      1.  7.2995E-08  4.6717E-08
31-Ga- 74    31074.      0.  7.2995E-08  4.6717E-08
31-Ga- 75    31075.      0.  1.9299E-06  1.2351E-06
31-Ga- 76    31076.      0.  1.0459E-05  6.6939E-06
31-Ga- 77    31077.      0.  4.0817E-05  2.6123E-05
31-Ga- 78    31078.      0.  1.0281E-04  6.5800E-05
31-Ga- 79    31079.      0.  1.7108E-04  1.8819E-05
31-Ga- 80    31080.      0.  1.1706E-04  1.8730E-05
31-Ga- 81    31081.      0.  8.1774E-05  2.6168E-05
31-Ga- 82    31082.      0.  6.2616E-05  4.0074E-05
31-Ga- 83    31083.      0.  1.9199E-06  1.2287E-06
31-Ga- 84    31084.      0.  1.1067E-04  7.0830E-05
31-Ga- 85    31085.      0.  5.8794E-09  3.7628E-09
31-Ga- 86    31086.      0.  3.2798E-07  2.0990E-07
31-Ga- 87    31087.      0.  2.5411E-10  1.6263E-10
31-Ga- 88    31088.      0.  4.4239E-12  2.8313E-12
32-Ge- 66    32066.      0.  0.0000E+00  0.0000E+00
32-Ge- 67    32067.      0.  0.0000E+00  0.0000E+00
32-Ge- 68    32068.      0.  0.0000E+00  0.0000E+00
32-Ge- 69    32069.      0.  0.0000E+00  0.0000E+00
32-Ge- 70    32070.      0.  0.0000E+00  0.0000E+00
32-Ge- 71    32071.      0.  0.0000E+00  0.0000E+00
32-Ge- 71-M  32071.      1.  0.0000E+00  0.0000E+00
32-Ge- 72    32072.      0.  3.6397E-13  2.3294E-13
32-Ge- 73    32073.      0.  2.3798E-11  1.5231E-11
32-Ge- 73-M  32073.      1.  5.5896E-12  3.5774E-12
32-Ge- 74    32074.      0.  1.6699E-09  1.0687E-09
32-Ge- 75    32075.      0.  6.8095E-09  4.3581E-09
32-Ge- 75-M  32075.      1.  4.5597E-08  2.9182E-08
32-Ge- 76    32076.      0.  1.2999E-06  8.3194E-07
32-Ge- 77    32077.      0.  5.9596E-06  3.8141E-06
32-Ge- 77-M  32077.      1.  8.9094E-07  5.7020E-07
32-Ge- 78    32078.      0.  6.9415E-05  4.4426E-05
32-Ge- 79-M  32079.      1.  1.1625E-04  7.4398E-05
32-Ge- 79    32079.      0.  1.1625E-04  7.4398E-05
32-Ge- 80    32080.      0.  1.0182E-03  4.0727E-05
32-Ge- 81    32081.      0.  1.2626E-03  5.0504E-05
32-Ge- 82    32082.      0.  1.2647E-03  5.0588E-05
32-Ge- 83    32083.      0.  4.7886E-04  3.0647E-04
32-Ge- 84    32084.      0.  1.8995E-04  4.3688E-05
32-Ge- 85    32085.      0.  2.1298E-05  1.3631E-05
32-Ge- 86    32086.      0.  6.2867E-03  1.0059E-03
32-Ge- 87    32087.      0.  2.1958E-05  1.4053E-05
32-Ge- 88    32088.      0.  5.1996E-07  3.3277E-07
32-Ge- 89    32089.      0.  4.0431E-11  2.5876E-11
32-Ge- 90    32090.      0.  1.1707E-12  7.4926E-13
32-Ge- 91    32091.      0.  6.1373E-14  3.9279E-14
33-As- 69    33069.      0.  0.0000E+00  0.0000E+00
33-As- 71    33071.      0.  0.0000E+00  0.0000E+00
33-As- 72    33072.      0.  0.0000E+00  0.0000E+00
33-As- 73    33073.      0.  0.0000E+00  0.0000E+00
33-As- 74    33074.      0.  4.9896E-14  3.1934E-14
33-As- 74-M  33074.      1.  1.1599E-13  7.4235E-14
33-As- 75    33075.      0.  2.5598E-11  1.6383E-11
33-As- 76    33076.      0.  1.6499E-09  1.0559E-09
33-As- 77    33077.      0.  4.3097E-08  2.7582E-08
33-As- 78    33078.      0.  1.2999E-06  2.9898E-07
33-As- 79    33079.      0.  2.6568E-05  1.1956E-05
33-As- 80    33080.      0.  1.3695E-04  8.7648E-05
33-As- 81    33081.      0.  6.0905E-04  4.8724E-05
33-As- 82    33082.      0.  1.2875E-03  8.2400E-04
33-As- 82-M  33082.      1.  2.7105E-04  1.7347E-04
33-As- 83    33083.      0.  2.9069E-03  1.1628E-04
33-As- 84-M  33084.      1.  9.8697E-04  6.3166E-04
33-As- 84    33084.      0.  9.8697E-04  6.3166E-04
33-As- 85    33085.      0.  1.2136E-03  7.7672E-04
